footballer_id,footballer_name,league_id,league_name,league_logo_path,team_id,club,img_path,birthday,nationality_img_path,footballer_img_path,created_at,timestamp,muscle_strength,VO2_max,lactate_levels,training_intensity,recovery_times,current_VO2_max,current_lactate_levels,current_muscle_strength,target_VO2_max,target_lactate_level,target_muscle_strength
536,Kacper Tobiasz,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"Nov 4, 2002",https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2022-10-13 13:48:50.175683,2024-11-30 13:48:50,467.0791351672749,47.021733250524974,2.8065559820753516,6.445914600134357,67,38.056714218619234,2.5586296891524616,210.72451833975938,48.79653442166778,2.2933455063198105,502.6717893563723
537,Gabriel Kobylak,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"Feb 20, 2002",https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2023-03-30 13:48:50.175683,2024-11-30 13:48:50,336.6970258357139,41.49343004569131,4.426919786023589,4.56170346862619,62,53.29820519389172,3.9664120789488346,411.327086443246,43.326964761726614,2.9056076964983464,378.1930018538641
538,Marcel Mendes-Dudzinski,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"May 14, 2005",https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2024-05-07 13:48:50.175683,2024-11-30 13:48:50,386.039779340461,48.05500228592486,4.776379143721458,3.6880494164879476,69,46.566668405215395,2.5457734037232695,347.63499712575845,51.700218135072326,2.589104588843411,395.9435026591372
539,Jan Ziolkowski,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"Jun 5, 2005",https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2023-06-29 13:48:50.175683,2024-11-30 13:48:50,283.2143548943398,59.62707339835954,2.3437846135157354,8.80246938547461,31,49.82921461949027,2.3211767018725364,228.2729199213577,64.27209800569669,1.0800262610702487,299.49728706443227
540,Sergio Barcia,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"Dec 31, 2000",https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2023-08-20 13:48:50.175683,2024-11-30 13:48:50,256.4363479171284,56.00850793927633,3.2427779255027205,7.720689770183438,47,39.687032057337035,3.3814228900412475,251.50819793854737,58.623534381189714,1.6646198214799193,301.690596267955
541,Radovan Pankov,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"Aug 5, 1995",https://tmssl.akamaized.net//images/flagge/verysmall/215.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2022-07-02 13:48:50.175683,2024-11-30 13:48:50,339.10952148199465,68.32123834842783,1.3802261473302577,8.71988993535198,43,44.438218554828154,4.48881811599558,230.7603614337932,70.15223544047659,1.9410893699024454,376.28927409480866
542,Marco Burch,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"Oct 19, 2000",https://tmssl.akamaized.net//images/flagge/verysmall/148.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2023-09-14 13:48:50.175683,2024-11-30 13:48:50,306.00566840781585,51.88831787475102,1.801876191065436,5.454845152412149,37,48.52062752964201,1.1903327701844497,383.77784248276294,55.48330562369763,1.6290351444182105,339.7855905947948
543,Steve Kapuadi,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"Apr 30, 1998",https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2022-05-28 13:48:50.175683,2024-11-30 13:48:50,375.0968335552616,60.81590026985184,2.6538630668406404,2.1783812691409974,28,42.14732442809532,2.5418817387989416,228.26310908374813,65.30064845525311,2.400375121660913,409.9663366807381
544,Jan Leszczynski,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"Apr 12, 2007",https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2024-01-14 13:48:50.175683,2024-11-30 13:48:50,223.32039108949544,54.67968242425364,1.8248108636071154,7.265992925091451,64,35.95117619543104,1.6329629672610508,426.2846999105648,58.6729576287436,2.652538299725162,246.9594160332044
545,Artur Jedrzejczyk,pl1,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,20,Legia Warszawa,https://tmssl.akamaized.net//images/wappen/tiny/255.png?lm=1463410132,"Nov 4, 1987",https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",2024-08-29 13:48:50.175683,2024-11-30 13:48:50,492.31844229984995,55.37728647772635,4.506241963154871,2.854664019434577,63,58.849214769459124,3.7814170029274785,206.15327579611736,59.8523153998727,2.462690190370543,499.32349072264435
